datetime,urge_score,hrv_score
2018-10-19 15:45:25,0.4439587812437424,0.5012377902552201
2018-10-19 18:27:44,0.7569548920883256,0.4826854776118886
2018-10-20 12:07:05,0.13096267039915926,0.4547512044499882
2018-10-24 15:11:44,0.5695164758016069,0.06823567878404563
2018-10-24 15:58:01,0.7847582379008033,0.28055618829520756
2018-10-24 19:04:54,0.3542747137024105,1.0
2018-10-25 08:08:38,0.5695164758016069,0.8501642703112399
2018-10-25 11:37:40,0.139032951603214,0.21142004316061005
2018-10-25 12:50:50,1.0,0.23849229846090275
2018-10-25 16:28:11,0.139032951603214,0.1254175591807633
2018-10-28 12:44:47,0.3542747137024105,0.3281810493734999
2018-10-28 14:17:23,0.3542747137024105,0.6036491271030846
2018-10-28 21:33:28,0.139032951603214,0.628903577947895
2018-11-03 12:33:54,0.4439587812437424,0.37426386646469956
2018-11-03 13:26:07,0.6628075082415052,0.45062162401074807
2018-11-03 15:11:49,0.22511005424597952,0.454953006809543
2018-11-03 18:07:34,0.4439587812437424,0.46555493604056863
2018-11-03 19:11:58,0.006261327248216653,0.425740344446289
2018-11-04 15:02:23,0.22511005424597952,0.3559413779619409
2018-11-04 17:41:18,0.6628075082415052,0.31438698459895403
2018-11-04 19:14:37,0.6628075082415052,0.30388955380640925
2018-11-06 00:52:31,0.8816562352392681,0.5891051004434755
2018-11-06 12:18:19,0.8816562352392681,0.45621428977540146
2018-11-06 13:10:24,0.4439587812437424,0.21342781535321442
2018-11-06 19:03:16,0.4439587812437424,0.13334206774128685
2018-11-07 00:31:04,0.6628075082415052,0.21611741100305595
2018-11-07 14:27:58,0.22511005424597952,0.6007917317671361
2018-11-10 12:02:31,0.9261786723475154,0.692981487095105
2018-11-10 12:56:47,0.9261786723475154,0.5017766987562913
2018-11-10 20:39:31,0.3903787933433231,0.1370150888179032
2018-11-10 21:54:48,0.5243287630943712,0.1915356434873073
2018-11-11 11:15:46,0.25642882359227503,0.18704039843460007
2018-11-15 22:34:44,0.0,0.0
2018-11-17 18:55:15,0.46103411898388624,0.3763461431811542
2018-11-18 15:25:17,0.3073560793225908,0.7020826586091786
